customer_id,age,gender,country,registration_date,acquisition_channel
CUST_01372,55,Other,Germany,2023-03-25 09:49:37,Facebook Ads
CUST_01131,38,Female,Canada,2023-03-10 17:56:15,Email
CUST_02213,45,Male,USA,2023-05-15 13:47:21,Email
CUST_10054,21,Male,USA,2024-09-03 14:36:12,Facebook Ads
CUST_01139,42,Male,USA,2023-03-11 05:37:06,Facebook Ads
CUST_01026,40,Female,USA,2023-03-04 08:37:29,Organic Search
CUST_11526,39,Male,USA,2024-12-02 03:54:08,Organic Search
CUST_08473,27,Male,Japan,2024-05-30 10:09:03,Direct
CUST_01031,31,Female,Canada,2023-03-04 15:55:31,Referral
CUST_06780,33,Female,Canada,2024-02-17 10:09:53,Facebook Ads
CUST_11313,24,Female,Australia,2024-11-19 04:53:47,Facebook Ads
CUST_08766,29,Male,Japan,2024-06-17 05:57:59,Facebook Ads
CUST_07174,42,Female,USA,2024-03-12 09:27:10,Facebook Ads
CUST_07053,47,Female,USA,2024-03-05 00:46:41,Facebook Ads
CUST_01596,22,Male,USA,2023-04-08 00:53:39,Facebook Ads
CUST_10113,26,Male,Australia,2024-09-07 04:45:01,Facebook Ads
CUST_03165,21,Female,Australia,2023-07-12 11:49:30,Organic Search
CUST_05699,33,Male,UK,2023-12-13 15:46:24,Google Ads
CUST_06000,20,Male,USA,2023-12-31 23:16:12,Direct
CUST_01329,20,Female,Canada,2023-03-22 19:02:30,Email
CUST_07792,25,Female,USA,2024-04-18 23:48:29,Organic Search
CUST_09280,31,Male,USA,2024-07-18 12:28:09,Facebook Ads
CUST_10220,41,Male,France,2024-09-13 16:59:00,Direct
CUST_06008,18,Male,USA,2024-01-01 10:57:03,Direct
CUST_02661,20,Male,USA,2023-06-11 19:55:25,Organic Search
CUST_03613,32,Other,USA,2023-08-08 17:57:34,Organic Search
CUST_01411,50,Female,France,2023-03-27 18:46:18,Google Ads
CUST_03125,33,Male,Germany,2023-07-10 01:25:12,Organic Search
CUST_11079,20,Female,USA,2024-11-04 23:13:41,Google Ads
CUST_02581,39,Male,USA,2023-06-06 23:06:50,Direct
CUST_06393,18,Female,Australia,2024-01-24 21:05:52,Facebook Ads
CUST_02243,58,Female,USA,2023-05-17 09:35:34,Organic Search
CUST_07989,38,Male,Canada,2024-04-30 23:27:07,Facebook Ads
CUST_01594,45,Female,USA,2023-04-07 21:58:26,Google Ads
CUST_01540,18,Male,France,2023-04-04 15:07:38,Referral
CUST_05856,18,Male,USA,2023-12-23 05:00:45,Facebook Ads
CUST_05304,41,Female,Australia,2023-11-19 15:01:31,Google Ads
CUST_08434,43,Female,UK,2024-05-28 01:12:22,Facebook Ads
CUST_09308,39,Female,USA,2024-07-20 05:21:09,Referral
CUST_01523,32,Female,Canada,2023-04-03 14:18:19,Referral
CUST_11586,47,Female,USA,2024-12-05 19:30:35,Google Ads
CUST_02249,32,Female,USA,2023-05-17 18:21:13,Google Ads
CUST_05100,35,Male,Japan,2023-11-07 05:09:38,Google Ads
CUST_07948,44,Male,France,2024-04-28 11:35:13,Facebook Ads
CUST_08139,18,Male,USA,2024-05-10 02:28:13,Organic Search
CUST_10570,54,Male,USA,2024-10-05 00:01:34,Referral
CUST_04100,35,Female,USA,2023-09-07 09:02:20,Email
CUST_07370,28,Female,USA,2024-03-24 07:38:12,Referral
CUST_01770,41,Female,Germany,2023-04-18 14:57:19,Direct
CUST_01659,22,Female,Germany,2023-04-11 20:52:54,Organic Search
CUST_00186,43,Female,Canada,2023-01-12 06:07:21,Google Ads
CUST_04002,34,Male,USA,2023-09-01 09:56:49,Referral
CUST_04269,21,Male,Japan,2023-09-17 15:47:58,Organic Search
CUST_06950,43,Male,Australia,2024-02-27 18:23:08,Referral
CUST_02236,43,Male,France,2023-05-16 23:22:19,Email
CUST_10786,45,Female,Canada,2024-10-18 03:24:44,Organic Search
CUST_08385,36,Female,UK,2024-05-25 01:39:36,Organic Search
CUST_11097,19,Male,Japan,2024-11-06 01:30:36,Facebook Ads
CUST_06599,18,Female,Canada,2024-02-06 09:52:58,Organic Search
CUST_07672,18,Female,USA,2024-04-11 16:35:36,Referral
CUST_09482,29,Female,Japan,2024-07-30 19:24:49,Google Ads
CUST_02226,50,Male,USA,2023-05-16 08:46:15,Facebook Ads
CUST_09597,23,Female,USA,2024-08-06 19:19:39,Email
CUST_00878,37,Other,Japan,2023-02-23 08:31:36,Organic Search
CUST_06601,19,Female,USA,2024-02-06 12:48:11,Google Ads
CUST_06329,51,Male,UK,2024-01-20 23:39:00,Email
CUST_00354,33,Male,Australia,2023-01-22 11:25:23,Referral
CUST_11692,56,Male,USA,2024-12-12 06:16:57,Organic Search
CUST_11246,34,Female,USA,2024-11-15 03:04:06,Facebook Ads
CUST_07893,20,Female,UK,2024-04-25 03:16:49,Google Ads
CUST_04087,45,Male,Canada,2023-09-06 14:03:26,Organic Search
CUST_04982,45,Male,Germany,2023-10-31 00:51:58,Email
CUST_08116,33,Female,USA,2024-05-08 16:53:15,Google Ads
CUST_00842,43,Male,USA,2023-02-21 03:57:44,Referral
CUST_03911,18,Male,Australia,2023-08-26 21:04:33,Facebook Ads
CUST_08957,21,Male,UK,2024-06-28 20:50:59,Organic Search
CUST_06762,32,Female,USA,2024-02-16 07:52:58,Google Ads
CUST_11301,37,Male,USA,2024-11-18 11:22:30,Google Ads
CUST_01904,39,Female,UK,2023-04-26 18:36:42,Google Ads
CUST_05173,30,Female,UK,2023-11-11 15:44:58,Google Ads
CUST_06614,61,Female,Japan,2024-02-07 07:47:05,Organic Search
CUST_05727,18,Female,Germany,2023-12-15 08:39:24,Google Ads
CUST_08784,21,Male,USA,2024-06-18 08:14:55,Google Ads
CUST_06670,43,Female,Canada,2024-02-10 17:33:05,Referral
CUST_05755,32,Female,Canada,2023-12-17 01:32:24,Facebook Ads
CUST_03893,25,Other,USA,2023-08-25 18:47:37,Direct
CUST_01349,18,Male,UK,2023-03-24 00:14:38,Google Ads
CUST_03382,49,Female,USA,2023-07-25 16:40:17,Facebook Ads
CUST_03691,41,Female,Japan,2023-08-13 11:50:56,Referral
CUST_01632,24,Male,Japan,2023-04-10 05:27:30,Referral
CUST_02393,18,Female,USA,2023-05-26 12:36:40,Email
CUST_05553,32,Male,UK,2023-12-04 18:35:44,Organic Search
CUST_02924,34,Female,Canada,2023-06-27 19:56:08,Organic Search
CUST_10311,36,Male,USA,2024-09-19 05:51:16,Google Ads
CUST_05284,42,Female,Canada,2023-11-18 09:49:22,Google Ads
CUST_07482,38,Male,Germany,2024-03-31 03:10:13,Direct
CUST_03600,32,Female,USA,2023-08-07 22:58:40,Organic Search
CUST_05770,18,Female,Japan,2023-12-17 23:26:31,Organic Search
CUST_06568,32,Female,UK,2024-02-04 12:37:09,Email
CUST_01708,57,Male,UK,2023-04-14 20:25:40,Google Ads
CUST_11253,24,Male,UK,2024-11-15 13:17:21,Google Ads
CUST_08046,44,Male,UK,2024-05-04 10:40:44,Facebook Ads
CUST_04172,33,Male,UK,2023-09-11 18:10:03,Organic Search
CUST_00790,18,Female,France,2023-02-18 00:02:10,Email
CUST_05888,24,Female,UK,2023-12-25 03:44:11,Referral
CUST_04141,42,Female,Australia,2023-09-09 20:54:13,Organic Search
CUST_04257,24,Female,Canada,2023-09-16 22:16:40,Referral
CUST_09071,46,Male,USA,2024-07-05 19:18:13,Organic Search
CUST_03253,42,Female,USA,2023-07-17 20:18:56,Referral
CUST_03858,42,Male,USA,2023-08-23 15:41:22,Facebook Ads
CUST_09626,26,Female,USA,2024-08-08 13:40:16,Google Ads
CUST_03320,62,Other,Canada,2023-07-21 22:08:38,Organic Search
CUST_10732,39,Female,Japan,2024-10-14 20:33:57,Google Ads
CUST_06767,60,Male,Germany,2024-02-16 15:11:00,Google Ads
CUST_03547,43,Male,USA,2023-08-04 17:35:29,Organic Search
CUST_02208,39,Male,UK,2023-05-15 06:29:19,Facebook Ads
CUST_01592,18,Male,Australia,2023-04-07 19:03:13,Email
CUST_00743,27,Male,USA,2023-02-15 03:24:37,Direct
CUST_05310,23,Female,USA,2023-11-19 23:47:10,Referral
CUST_02858,32,Male,UK,2023-06-23 19:34:03,Organic Search
CUST_04674,22,Female,USA,2023-10-12 07:08:55,Google Ads
CUST_08115,24,Male,UK,2024-05-08 15:25:38,Google Ads
CUST_05669,18,Female,UK,2023-12-11 19:58:11,Google Ads
CUST_01413,40,Male,Germany,2023-03-27 21:41:31,Facebook Ads
CUST_00216,44,Male,USA,2023-01-14 01:55:34,Direct
CUST_01690,31,Female,France,2023-04-13 18:08:44,Organic Search
CUST_09564,51,Female,USA,2024-08-04 19:08:37,Organic Search
CUST_04525,49,Female,Australia,2023-10-03 05:35:26,Facebook Ads
CUST_05377,65,Female,USA,2023-11-24 01:36:51,Google Ads
CUST_07346,22,Female,USA,2024-03-22 20:35:37,Organic Search
CUST_09325,18,Female,USA,2024-07-21 06:10:28,Email
CUST_01869,21,Male,Australia,2023-04-24 15:30:26,Facebook Ads
CUST_02496,44,Female,USA,2023-06-01 19:00:13,Google Ads
CUST_03977,41,Female,Germany,2023-08-30 21:26:38,Google Ads
CUST_11754,31,Female,USA,2024-12-16 00:48:36,Google Ads
CUST_08961,40,Female,USA,2024-06-29 02:41:25,Organic Search
CUST_06765,18,Female,Canada,2024-02-16 12:15:47,Facebook Ads
CUST_11243,30,Female,Canada,2024-11-14 22:41:16,Google Ads
CUST_02844,20,Female,USA,2023-06-22 23:07:33,Google Ads
CUST_03939,30,Male,USA,2023-08-28 13:57:33,Referral
CUST_02771,32,Male,France,2023-06-18 12:32:13,Direct
CUST_02759,21,Female,USA,2023-06-17 19:00:56,Facebook Ads
CUST_03650,29,Female,Canada,2023-08-10 23:59:02,Direct
CUST_10142,44,Female,Canada,2024-09-08 23:05:38,Direct
CUST_04467,45,Male,USA,2023-09-29 16:54:12,Google Ads
CUST_01603,27,Male,Canada,2023-04-08 11:06:54,Email
CUST_08783,49,Male,Australia,2024-06-18 06:47:19,Google Ads
CUST_04480,47,Male,USA,2023-09-30 11:53:06,Email
CUST_10224,40,Female,Australia,2024-09-13 22:49:26,Google Ads
CUST_00353,45,Male,Australia,2023-01-22 09:57:46,Email
CUST_04913,44,Female,USA,2023-10-26 20:07:04,Referral
CUST_05211,36,Male,USA,2023-11-13 23:14:02,Facebook Ads
CUST_05227,29,Male,USA,2023-11-14 22:35:45,Email
CUST_09026,43,Male,Germany,2024-07-03 01:35:53,Facebook Ads
CUST_01169,42,Female,Canada,2023-03-13 01:25:20,Organic Search
CUST_01613,45,Male,USA,2023-04-09 01:42:58,Organic Search
CUST_06452,46,Female,USA,2024-01-28 11:14:42,Google Ads
CUST_01733,34,Female,USA,2023-04-16 08:55:51,Direct
CUST_05707,46,Female,France,2023-12-14 03:27:15,Email
CUST_07434,23,Male,Australia,2024-03-28 05:05:04,Direct
CUST_01208,27,Female,UK,2023-03-15 10:22:01,Referral
CUST_11980,61,Female,USA,2024-12-29 18:47:51,Organic Search
CUST_02616,43,Other,USA,2023-06-09 02:13:05,Google Ads
CUST_01763,35,Female,USA,2023-04-18 04:44:04,Google Ads
CUST_01210,55,Female,USA,2023-03-15 13:17:14,Email
CUST_02332,34,Female,USA,2023-05-22 19:32:37,Organic Search
CUST_03940,25,Male,USA,2023-08-28 15:25:09,Google Ads
CUST_10299,48,Female,USA,2024-09-18 12:19:59,Google Ads
CUST_07229,36,Female,Germany,2024-03-15 17:45:34,Organic Search
CUST_09632,33,Other,USA,2024-08-08 22:25:55,Facebook Ads
CUST_06133,57,Female,UK,2024-01-09 01:27:58,Organic Search
CUST_11325,40,Male,USA,2024-11-19 22:25:04,Direct
CUST_07618,52,Female,UK,2024-04-08 09:44:49,Email
CUST_03935,35,Female,USA,2023-08-28 08:07:07,Referral
CUST_06232,30,Male,USA,2024-01-15 02:01:05,Facebook Ads
CUST_00190,18,Female,USA,2023-01-12 11:57:47,Google Ads
CUST_07030,38,Female,USA,2024-03-03 15:11:43,Organic Search
CUST_00022,32,Male,USA,2023-01-02 06:39:45,Google Ads
CUST_04018,43,Male,Canada,2023-09-02 09:18:32,Direct
CUST_08696,45,Male,USA,2024-06-12 23:45:29,Google Ads
CUST_05346,55,Male,USA,2023-11-22 04:21:01,Referral
CUST_09407,20,Male,Germany,2024-07-26 05:54:16,Organic Search
CUST_03856,33,Female,France,2023-08-23 12:46:09,Facebook Ads
CUST_08882,30,Female,UK,2024-06-24 07:20:26,Google Ads
CUST_10322,42,Male,USA,2024-09-19 21:54:57,Facebook Ads
CUST_02053,27,Female,UK,2023-05-05 20:10:11,Referral
CUST_06054,45,Male,USA,2024-01-04 06:06:59,Referral
CUST_11660,29,Male,Canada,2024-12-10 07:33:31,Google Ads
CUST_07836,25,Male,Canada,2024-04-21 16:03:12,Organic Search
CUST_07703,27,Male,USA,2024-04-13 13:51:26,Google Ads
CUST_06616,34,Male,Japan,2024-02-07 10:42:18,Organic Search
CUST_04863,26,Female,Canada,2023-10-23 19:06:42,Google Ads
CUST_06563,32,Female,USA,2024-02-04 05:19:06,Referral
CUST_00425,42,Male,USA,2023-01-26 19:05:30,Direct
CUST_05604,46,Female,Germany,2023-12-07 21:03:42,Organic Search
CUST_09379,30,Female,UK,2024-07-24 13:01:16,Organic Search
CUST_00121,44,Female,Germany,2023-01-08 07:12:53,Facebook Ads
CUST_00764,33,Female,USA,2023-02-16 10:04:22,Email
CUST_11215,41,Male,UK,2024-11-13 05:48:16,Organic Search
CUST_04242,45,Male,USA,2023-09-16 00:22:34,Google Ads
CUST_06823,24,Male,France,2024-02-20 00:57:00,Email
CUST_11415,35,Female,USA,2024-11-25 09:49:44,Organic Search
CUST_08959,46,Female,France,2024-06-28 23:46:12,Email
CUST_11377,34,Female,UK,2024-11-23 02:20:39,Organic Search
CUST_04720,36,Other,Canada,2023-10-15 02:18:51,Direct
CUST_08594,36,Female,USA,2024-06-06 18:49:32,Email
CUST_06299,30,Male,USA,2024-01-19 03:50:47,Referral
CUST_02155,19,Female,USA,2023-05-12 01:06:08,Google Ads
CUST_04869,36,Female,USA,2023-10-24 03:52:20,Facebook Ads
CUST_09438,33,Female,Japan,2024-07-28 03:10:06,Google Ads
CUST_01773,27,Female,USA,2023-04-18 19:20:08,Organic Search
CUST_07469,29,Female,USA,2024-03-30 08:11:19,Facebook Ads
CUST_04689,18,Male,USA,2023-10-13 05:03:02,Organic Search
CUST_07374,18,Male,UK,2024-03-24 13:28:38,Organic Search
CUST_06383,28,Male,Canada,2024-01-24 06:29:48,Facebook Ads
CUST_04228,40,Female,Canada,2023-09-15 03:56:04,Email
CUST_01576,34,Female,USA,2023-04-06 19:41:30,Organic Search
CUST_08942,57,Female,UK,2024-06-27 22:56:52,Organic Search
CUST_03882,37,Male,France,2023-08-25 02:43:56,Email
CUST_10737,53,Male,France,2024-10-15 03:51:59,Email
CUST_09413,41,Female,Canada,2024-07-26 14:39:55,Email
CUST_09418,39,Female,Japan,2024-07-26 21:57:57,Direct
CUST_09940,18,Female,USA,2024-08-27 16:08:58,Direct
CUST_09613,29,Male,Japan,2024-08-07 18:41:22,Email
CUST_07185,35,Male,USA,2024-03-13 01:30:51,Google Ads
CUST_08498,49,Female,Germany,2024-05-31 22:39:14,Google Ads
CUST_11624,23,Female,USA,2024-12-08 02:59:39,Google Ads
CUST_10026,52,Male,France,2024-09-01 21:43:11,Facebook Ads
CUST_01874,44,Female,USA,2023-04-24 22:48:28,Referral
CUST_11903,18,Male,USA,2024-12-25 02:22:06,Email
CUST_09563,41,Female,USA,2024-08-04 17:41:01,Facebook Ads
CUST_02963,28,Female,Australia,2023-06-30 04:52:49,Direct
CUST_11587,27,Female,France,2024-12-05 20:58:11,Email
CUST_01548,38,Female,Canada,2023-04-05 02:48:30,Email
CUST_07775,44,Other,UK,2024-04-17 22:59:09,Facebook Ads
CUST_01707,43,Male,Germany,2023-04-14 18:58:03,Organic Search
CUST_11016,35,Female,Australia,2024-11-01 03:14:25,Organic Search
CUST_04375,46,Male,UK,2023-09-24 02:34:20,Google Ads
CUST_06093,33,Female,Canada,2024-01-06 15:03:41,Email
CUST_10668,45,Male,USA,2024-10-10 23:07:05,Organic Search
CUST_03910,26,Male,USA,2023-08-26 19:36:56,Facebook Ads
CUST_04019,28,Male,Canada,2023-09-02 10:46:08,Facebook Ads
CUST_01032,18,Female,USA,2023-03-04 17:23:08,Referral
CUST_01155,54,Male,USA,2023-03-12 04:58:49,Google Ads
CUST_04208,18,Male,Germany,2023-09-13 22:43:55,Email
CUST_10770,59,Female,Germany,2024-10-17 04:03:01,Email
CUST_03123,40,Male,France,2023-07-09 22:30:00,Organic Search
CUST_09970,26,Male,Australia,2024-08-29 11:57:11,Google Ads
CUST_03362,18,Male,France,2023-07-24 11:28:08,Facebook Ads
CUST_03604,35,Male,Canada,2023-08-08 04:49:06,Email
CUST_08912,25,Male,USA,2024-06-26 03:08:39,Referral
CUST_05298,44,Male,Japan,2023-11-19 06:15:52,Facebook Ads
CUST_06255,30,Female,USA,2024-01-16 11:36:03,Direct
CUST_00701,28,Male,Australia,2023-02-12 14:05:07,Organic Search
CUST_08423,27,Female,USA,2024-05-27 09:08:41,Facebook Ads
CUST_06966,41,Male,UK,2024-02-28 17:44:51,Google Ads
CUST_07401,27,Female,USA,2024-03-26 04:54:01,Facebook Ads
CUST_09514,32,Female,Japan,2024-08-01 18:08:15,Direct
CUST_00531,42,Female,USA,2023-02-02 05:51:52,Referral
CUST_04391,41,Male,USA,2023-09-25 01:56:03,Referral
CUST_10932,57,Male,Canada,2024-10-27 00:35:24,Organic Search
CUST_06111,47,Female,USA,2024-01-07 17:20:36,Direct
CUST_10485,41,Male,Canada,2024-09-29 19:54:56,Organic Search
CUST_10221,50,Female,USA,2024-09-13 18:26:37,Organic Search
CUST_10620,18,Male,France,2024-10-08 01:01:56,Direct
CUST_02542,19,Male,Germany,2023-06-04 14:10:09,Google Ads
CUST_05252,28,Female,Canada,2023-11-16 11:05:56,Referral
CUST_10415,35,Male,USA,2024-09-25 13:42:26,Organic Search
CUST_00433,31,Female,USA,2023-01-27 06:46:21,Direct
CUST_05651,32,Female,UK,2023-12-10 17:41:15,Email
CUST_03993,18,Male,Japan,2023-08-31 20:48:21,Organic Search
CUST_00571,35,Male,USA,2023-02-04 16:16:10,Email
CUST_07697,47,Female,USA,2024-04-13 05:05:47,Organic Search
CUST_07662,36,Male,Canada,2024-04-11 01:59:32,Organic Search
CUST_02196,27,Other,Japan,2023-05-14 12:58:01,Email
CUST_07123,29,Other,Canada,2024-03-09 06:59:12,Referral
CUST_08601,30,Male,Australia,2024-06-07 05:02:47,Organic Search
CUST_00009,29,Male,USA,2023-01-01 11:40:52,Google Ads
CUST_06424,36,Female,Japan,2024-01-26 18:21:42,Email
CUST_09930,41,Female,Canada,2024-08-27 01:32:53,Email
CUST_11633,64,Female,Australia,2024-12-08 16:08:07,Facebook Ads
CUST_05184,39,Male,Canada,2023-11-12 07:48:38,Direct
CUST_04532,46,Male,USA,2023-10-03 15:48:41,Google Ads
CUST_06483,24,Male,USA,2024-01-30 08:30:31,Organic Search
CUST_02666,18,Male,UK,2023-06-12 03:13:27,Facebook Ads
CUST_06646,56,Female,USA,2024-02-09 06:30:31,Google Ads
CUST_02435,37,Male,France,2023-05-29 01:56:10,Email
CUST_07942,38,Male,UK,2024-04-28 02:49:34,Facebook Ads
CUST_08189,43,Female,Australia,2024-05-13 03:28:35,Direct
CUST_02559,38,Female,Australia,2023-06-05 14:59:28,Direct
CUST_01687,29,Female,Canada,2023-04-13 13:45:55,Email
CUST_01521,49,Male,USA,2023-04-03 11:23:06,Direct
CUST_02516,38,Male,USA,2023-06-03 00:12:22,Google Ads
CUST_08280,48,Female,France,2024-05-18 16:20:51,Referral
CUST_01115,36,Male,Japan,2023-03-09 18:34:32,Organic Search
CUST_04923,42,Male,Canada,2023-10-27 10:43:08,Organic Search
CUST_04450,52,Female,Canada,2023-09-28 16:04:53,Referral
CUST_07842,29,Female,USA,2024-04-22 00:48:51,Direct
CUST_04658,23,Male,Japan,2023-10-11 07:47:12,Direct
CUST_04965,27,Male,Australia,2023-10-30 00:02:38,Facebook Ads
CUST_11716,18,Female,Japan,2024-12-13 17:19:32,Facebook Ads
CUST_09117,54,Female,UK,2024-07-08 14:28:09,Google Ads
CUST_11472,33,Male,Australia,2024-11-28 21:03:21,Organic Search
CUST_02386,25,Female,France,2023-05-26 02:23:25,Google Ads
CUST_09186,34,Female,UK,2024-07-12 19:13:03,Google Ads
CUST_04776,44,Male,USA,2023-10-18 12:04:52,Google Ads
CUST_01362,41,Female,Germany,2023-03-24 19:13:32,Facebook Ads
CUST_10018,40,Female,France,2024-09-01 10:02:20,Email
CUST_11683,58,Female,USA,2024-12-11 17:08:29,Google Ads
CUST_07404,32,Male,Germany,2024-03-26 09:16:51,Facebook Ads
CUST_07566,18,Female,UK,2024-04-05 05:49:14,Google Ads
