customer_id,email_opens,email_clicks,ad_impressions,ad_clicks,email_click_rate,ad_click_rate
CUST_10296,3,0,43,2,0.0000,0.0465
CUST_02162,6,2,56,2,0.3333,0.0357
CUST_02041,5,0,66,1,0.0000,0.0152
CUST_06901,2,0,42,3,0.0000,0.0714
CUST_10302,4,0,52,1,0.0000,0.0192
CUST_03954,3,0,40,3,0.0000,0.0750
CUST_05288,5,1,45,1,0.2000,0.0222
CUST_06889,1,0,54,2,0.0000,0.0370
CUST_02755,0,0,53,2,0.0000,0.0377
CUST_02006,4,3,47,1,0.7500,0.0213
CUST_07295,4,0,50,6,0.0000,0.1200
CUST_01372,5,1,51,5,0.2000,0.0980
CUST_01131,0,0,48,2,0.0000,0.0417
CUST_02213,2,0,41,0,0.0000,0.0000
CUST_10054,2,0,43,3,0.0000,0.0698
CUST_01139,5,2,42,1,0.4000,0.0238
CUST_01026,5,2,43,1,0.4000,0.0233
CUST_11526,4,1,50,2,0.2500,0.0400
CUST_08473,3,2,41,2,0.6667,0.0488
CUST_01031,5,1,52,2,0.2000,0.0385
CUST_06780,1,0,46,2,0.0000,0.0435
CUST_11313,7,2,49,3,0.2857,0.0612
CUST_08766,4,3,58,2,0.7500,0.0345
CUST_07174,5,2,49,1,0.4000,0.0204
CUST_07053,3,0,45,1,0.0000,0.0222
CUST_01596,3,1,38,2,0.3333,0.0526
CUST_10113,4,1,64,5,0.2500,0.0781
CUST_03165,3,1,40,2,0.3333,0.0500
CUST_05699,4,0,40,2,0.0000,0.0500
CUST_06000,4,2,51,3,0.5000,0.0588
CUST_01329,1,1,51,3,1.0000,0.0588
CUST_07792,1,0,52,7,0.0000,0.1346
CUST_09280,3,2,53,0,0.6667,0.0000
CUST_10220,1,1,57,2,1.0000,0.0351
CUST_06008,4,2,55,1,0.5000,0.0182
CUST_02661,3,1,45,1,0.3333,0.0222
CUST_03613,5,0,46,4,0.0000,0.0870
CUST_01411,4,2,50,4,0.5000,0.0800
CUST_03125,4,0,62,4,0.0000,0.0645
CUST_11079,3,0,43,3,0.0000,0.0698
CUST_02581,4,1,55,2,0.2500,0.0364
CUST_06393,6,1,58,2,0.1667,0.0345
CUST_02243,3,1,42,0,0.3333,0.0000
CUST_07989,1,0,50,1,0.0000,0.0200
CUST_01594,1,1,54,2,1.0000,0.0370
CUST_01540,3,0,59,5,0.0000,0.0847
CUST_05856,2,1,53,0,0.5000,0.0000
CUST_05304,4,2,47,4,0.5000,0.0851
CUST_08434,3,0,58,2,0.0000,0.0345
CUST_09308,3,0,54,1,0.0000,0.0185
CUST_01523,4,1,58,2,0.2500,0.0345
CUST_11586,2,1,41,3,0.5000,0.0732
CUST_02249,4,2,46,2,0.5000,0.0435
CUST_05100,6,1,47,3,0.1667,0.0638
CUST_07948,1,0,57,5,0.0000,0.0877
CUST_08139,6,2,55,0,0.3333,0.0000
CUST_10570,1,0,49,2,0.0000,0.0408
CUST_04100,1,0,45,2,0.0000,0.0444
CUST_07370,1,1,48,3,1.0000,0.0625
CUST_01770,2,0,63,2,0.0000,0.0317
CUST_01659,4,1,53,4,0.2500,0.0755
CUST_00186,5,1,39,0,0.2000,0.0000
CUST_04002,2,1,47,1,0.5000,0.0213
CUST_04269,3,1,47,0,0.3333,0.0000
CUST_06950,0,0,52,3,0.0000,0.0577
CUST_02236,4,1,43,2,0.2500,0.0465
CUST_10786,2,1,49,4,0.5000,0.0816
CUST_08385,0,0,43,2,0.0000,0.0465
CUST_11097,2,1,49,3,0.5000,0.0612
CUST_06599,2,0,45,1,0.0000,0.0222
CUST_07672,4,0,45,4,0.0000,0.0889
CUST_09482,4,1,48,2,0.2500,0.0417
CUST_02226,1,0,53,3,0.0000,0.0566
CUST_09597,0,0,54,1,0.0000,0.0185
CUST_00878,2,1,50,2,0.5000,0.0400
CUST_06601,3,2,47,4,0.6667,0.0851
CUST_06329,2,0,48,3,0.0000,0.0625
CUST_00354,1,0,51,4,0.0000,0.0784
CUST_11692,4,3,54,2,0.7500,0.0370
CUST_11246,5,2,54,3,0.4000,0.0556
CUST_07893,3,2,48,3,0.6667,0.0625
CUST_04087,5,2,40,3,0.4000,0.0750
CUST_04982,3,0,42,3,0.0000,0.0714
CUST_08116,3,1,43,2,0.3333,0.0465
CUST_00842,2,0,42,1,0.0000,0.0238
CUST_03911,5,1,52,3,0.2000,0.0577
CUST_08957,4,0,65,6,0.0000,0.0923
CUST_06762,1,0,45,3,0.0000,0.0667
CUST_11301,6,3,42,3,0.5000,0.0714
CUST_01904,6,1,37,3,0.1667,0.0811
CUST_05173,2,2,52,3,1.0000,0.0577
CUST_06614,4,2,44,4,0.5000,0.0909
CUST_05727,6,2,44,0,0.3333,0.0000
CUST_08784,5,3,48,4,0.6000,0.0833
CUST_06670,6,1,50,5,0.1667,0.1000
CUST_05755,3,1,49,5,0.3333,0.1020
CUST_03893,3,1,53,1,0.3333,0.0189
CUST_01349,7,1,52,0,0.1429,0.0000
CUST_03382,2,1,57,3,0.5000,0.0526
CUST_03691,3,0,41,3,0.0000,0.0732
CUST_01632,1,1,63,1,1.0000,0.0159
CUST_02393,4,2,54,3,0.5000,0.0556
CUST_05553,4,0,44,3,0.0000,0.0682
CUST_02924,2,0,73,3,0.0000,0.0411
CUST_10311,5,1,44,5,0.2000,0.1136
CUST_05284,1,0,43,2,0.0000,0.0465
CUST_07482,5,1,44,1,0.2000,0.0227
CUST_03600,1,0,51,1,0.0000,0.0196
CUST_05770,3,3,39,3,1.0000,0.0769
CUST_06568,3,0,50,2,0.0000,0.0400
CUST_01708,1,0,49,1,0.0000,0.0204
CUST_11253,2,2,45,1,1.0000,0.0222
CUST_08046,4,1,50,2,0.2500,0.0400
CUST_04172,1,1,58,1,1.0000,0.0172
CUST_00790,4,2,42,3,0.5000,0.0714
CUST_05888,4,0,56,3,0.0000,0.0536
CUST_04141,2,1,51,2,0.5000,0.0392
CUST_04257,5,0,69,0,0.0000,0.0000
CUST_09071,3,0,54,1,0.0000,0.0185
CUST_03253,3,0,44,5,0.0000,0.1136
CUST_03858,0,0,43,3,0.0000,0.0698
CUST_09626,4,2,53,2,0.5000,0.0377
CUST_03320,4,3,45,3,0.7500,0.0667
CUST_10732,1,0,46,3,0.0000,0.0652
CUST_06767,5,3,48,2,0.6000,0.0417
CUST_03547,8,3,50,5,0.3750,0.1000
CUST_02208,2,0,42,1,0.0000,0.0238
CUST_01592,4,2,48,1,0.5000,0.0208
CUST_00743,1,1,48,0,1.0000,0.0000
CUST_05310,4,2,59,6,0.5000,0.1017
CUST_02858,4,2,56,2,0.5000,0.0357
CUST_04674,2,0,58,3,0.0000,0.0517
CUST_08115,2,0,72,0,0.0000,0.0000
CUST_05669,1,1,46,2,1.0000,0.0435
CUST_01413,1,0,68,3,0.0000,0.0441
CUST_00216,3,1,49,2,0.3333,0.0408
CUST_01690,5,2,50,5,0.4000,0.1000
CUST_09564,2,1,40,2,0.5000,0.0500
CUST_04525,8,5,54,1,0.6250,0.0185
CUST_05377,3,0,42,3,0.0000,0.0714
CUST_07346,1,0,41,4,0.0000,0.0976
CUST_09325,3,1,51,1,0.3333,0.0196
CUST_01869,3,1,57,1,0.3333,0.0175
CUST_02496,5,2,51,3,0.4000,0.0588
CUST_03977,2,0,51,2,0.0000,0.0392
CUST_11754,2,1,61,3,0.5000,0.0492
CUST_08961,1,0,43,4,0.0000,0.0930
CUST_06765,4,1,52,1,0.2500,0.0192
CUST_11243,1,0,44,2,0.0000,0.0455
CUST_02844,7,2,50,3,0.2857,0.0600
CUST_03939,3,1,45,2,0.3333,0.0444
CUST_02771,3,0,58,1,0.0000,0.0172
CUST_02759,4,0,32,0,0.0000,0.0000
CUST_03650,4,0,47,1,0.0000,0.0213
CUST_10142,1,0,40,2,0.0000,0.0500
CUST_04467,3,2,52,2,0.6667,0.0385
CUST_01603,3,1,57,0,0.3333,0.0000
CUST_08783,6,0,52,1,0.0000,0.0192
CUST_04480,6,1,52,5,0.1667,0.0962
CUST_10224,2,0,49,5,0.0000,0.1020
CUST_00353,4,1,58,6,0.2500,0.1034
CUST_04913,4,1,43,4,0.2500,0.0930
CUST_05211,0,0,57,3,0.0000,0.0526
CUST_05227,2,0,51,1,0.0000,0.0196
CUST_09026,0,0,44,3,0.0000,0.0682
CUST_01169,7,1,50,2,0.1429,0.0400
CUST_01613,1,0,44,6,0.0000,0.1364
CUST_06452,2,1,59,5,0.5000,0.0847
CUST_01733,3,3,54,1,1.0000,0.0185
CUST_05707,3,0,51,3,0.0000,0.0588
CUST_07434,5,3,59,3,0.6000,0.0508
CUST_01208,1,1,50,3,1.0000,0.0600
CUST_11980,5,2,49,1,0.4000,0.0204
CUST_02616,1,1,53,3,1.0000,0.0566
CUST_01763,4,2,50,4,0.5000,0.0800
CUST_01210,2,0,48,4,0.0000,0.0833
CUST_02332,2,1,54,3,0.5000,0.0556
CUST_03940,3,1,32,3,0.3333,0.0938
CUST_10299,3,2,55,3,0.6667,0.0545
CUST_07229,4,1,41,0,0.2500,0.0000
CUST_09632,2,1,51,4,0.5000,0.0784
CUST_06133,4,1,45,4,0.2500,0.0889
CUST_11325,4,0,53,3,0.0000,0.0566
CUST_07618,1,0,36,1,0.0000,0.0278
CUST_03935,1,0,37,2,0.0000,0.0541
CUST_06232,3,0,46,3,0.0000,0.0652
CUST_00190,5,3,48,1,0.6000,0.0208
CUST_07030,5,1,49,1,0.2000,0.0204
CUST_00022,0,0,58,4,0.0000,0.0690
CUST_04018,1,0,51,4,0.0000,0.0784
CUST_08696,8,3,57,1,0.3750,0.0175
CUST_05346,4,1,53,4,0.2500,0.0755
CUST_09407,2,0,51,4,0.0000,0.0784
CUST_03856,3,0,46,3,0.0000,0.0652
CUST_08882,2,1,70,7,0.5000,0.1000
CUST_10322,3,2,38,3,0.6667,0.0789
CUST_02053,3,1,49,0,0.3333,0.0000
CUST_06054,2,0,53,3,0.0000,0.0566
CUST_11660,3,1,58,1,0.3333,0.0172
CUST_07836,4,3,43,1,0.7500,0.0233
CUST_07703,4,1,53,5,0.2500,0.0943
CUST_06616,5,2,52,3,0.4000,0.0577
CUST_04863,2,0,44,1,0.0000,0.0227
CUST_06563,4,1,48,1,0.2500,0.0208
CUST_00425,2,0,38,1,0.0000,0.0263
CUST_05604,6,1,61,5,0.1667,0.0820
CUST_09379,0,0,66,2,0.0000,0.0303
CUST_00121,2,0,38,4,0.0000,0.1053
CUST_00764,7,2,47,2,0.2857,0.0426
CUST_11215,1,0,52,1,0.0000,0.0192
CUST_04242,3,1,46,0,0.3333,0.0000
CUST_06823,4,3,53,6,0.7500,0.1132
CUST_11415,3,2,62,6,0.6667,0.0968
CUST_08959,2,0,45,2,0.0000,0.0444
CUST_11377,0,0,39,5,0.0000,0.1282
CUST_04720,4,1,31,1,0.2500,0.0323
CUST_08594,6,1,44,1,0.1667,0.0227
CUST_06299,2,1,46,3,0.5000,0.0652
CUST_02155,2,0,57,3,0.0000,0.0526
CUST_04869,6,4,48,1,0.6667,0.0208
CUST_09438,4,1,48,2,0.2500,0.0417
CUST_01773,0,0,45,2,0.0000,0.0444
CUST_07469,2,0,68,4,0.0000,0.0588
CUST_04689,3,1,47,2,0.3333,0.0426
CUST_07374,8,3,46,1,0.3750,0.0217
CUST_06383,1,0,52,5,0.0000,0.0962
CUST_04228,3,2,45,1,0.6667,0.0222
CUST_01576,2,0,53,0,0.0000,0.0000
CUST_08942,5,2,63,1,0.4000,0.0159
CUST_03882,2,0,52,4,0.0000,0.0769
CUST_10737,6,0,46,1,0.0000,0.0217
CUST_09413,1,0,40,1,0.0000,0.0250
CUST_09418,2,1,55,3,0.5000,0.0545
CUST_09940,5,1,41,2,0.2000,0.0488
CUST_09613,2,2,55,2,1.0000,0.0364
CUST_07185,2,0,47,3,0.0000,0.0638
CUST_08498,5,1,40,2,0.2000,0.0500
CUST_11624,4,2,41,3,0.5000,0.0732
CUST_10026,2,1,46,1,0.5000,0.0217
CUST_01874,3,0,58,4,0.0000,0.0690
CUST_11903,3,2,28,1,0.6667,0.0357
CUST_09563,3,0,46,0,0.0000,0.0000
CUST_02963,6,1,42,2,0.1667,0.0476
CUST_11587,4,0,47,2,0.0000,0.0426
CUST_01548,1,1,46,1,1.0000,0.0217
CUST_07775,4,1,54,4,0.2500,0.0741
CUST_01707,5,2,51,0,0.4000,0.0000
CUST_11016,6,0,49,3,0.0000,0.0612
CUST_04375,7,1,38,2,0.1429,0.0526
CUST_06093,4,1,52,4,0.2500,0.0769
CUST_10668,2,0,47,2,0.0000,0.0426
CUST_03910,2,0,68,6,0.0000,0.0882
CUST_04019,5,0,54,3,0.0000,0.0556
CUST_01032,4,1,41,4,0.2500,0.0976
CUST_01155,2,1,55,3,0.5000,0.0545
CUST_04208,4,2,42,4,0.5000,0.0952
CUST_10770,3,2,47,2,0.6667,0.0426
CUST_03123,0,0,49,3,0.0000,0.0612
CUST_09970,4,1,53,4,0.2500,0.0755
CUST_03362,4,0,50,3,0.0000,0.0600
CUST_03604,4,0,39,2,0.0000,0.0513
CUST_08912,2,0,50,4,0.0000,0.0800
CUST_05298,1,1,41,0,1.0000,0.0000
CUST_06255,3,2,51,2,0.6667,0.0392
CUST_00701,4,2,58,3,0.5000,0.0517
CUST_08423,3,2,52,3,0.6667,0.0577
CUST_06966,3,2,52,1,0.6667,0.0192
CUST_07401,1,0,58,3,0.0000,0.0517
CUST_09514,2,1,56,4,0.5000,0.0714
CUST_00531,3,0,55,1,0.0000,0.0182
CUST_04391,5,0,40,1,0.0000,0.0250
CUST_10932,4,0,54,3,0.0000,0.0556
CUST_06111,2,0,55,4,0.0000,0.0727
CUST_10485,2,0,49,4,0.0000,0.0816
CUST_10221,3,1,57,3,0.3333,0.0526
CUST_10620,3,2,45,3,0.6667,0.0667
CUST_02542,2,0,40,3,0.0000,0.0750
CUST_05252,3,1,51,7,0.3333,0.1373
CUST_10415,5,0,48,3,0.0000,0.0625
CUST_00433,4,1,55,4,0.2500,0.0727
CUST_05651,2,0,43,3,0.0000,0.0698
CUST_03993,1,0,55,1,0.0000,0.0182
CUST_00571,1,0,45,1,0.0000,0.0222
CUST_07697,3,1,59,7,0.3333,0.1186
CUST_07662,3,0,54,2,0.0000,0.0370
CUST_02196,2,0,36,2,0.0000,0.0556
CUST_07123,3,1,65,1,0.3333,0.0154
CUST_08601,0,0,48,2,0.0000,0.0417
CUST_00009,4,1,50,4,0.2500,0.0800
CUST_06424,0,0,54,2,0.0000,0.0370
CUST_09930,3,1,47,2,0.3333,0.0426
CUST_11633,1,1,52,3,1.0000,0.0577
CUST_05184,1,0,52,1,0.0000,0.0192
CUST_04532,2,2,56,3,1.0000,0.0536
CUST_06483,5,0,45,7,0.0000,0.1556
CUST_02666,1,1,55,3,1.0000,0.0545
CUST_06646,2,1,50,2,0.5000,0.0400
CUST_02435,2,1,53,2,0.5000,0.0377
CUST_07942,1,0,58,5,0.0000,0.0862
CUST_08189,4,1,45,2,0.2500,0.0444
CUST_02559,3,0,38,5,0.0000,0.1316
CUST_01687,3,0,50,2,0.0000,0.0400
CUST_01521,2,1,46,1,0.5000,0.0217
CUST_02516,2,2,55,1,1.0000,0.0182
CUST_08280,2,0,41,1,0.0000,0.0244
CUST_01115,1,1,46,0,1.0000,0.0000
CUST_04923,0,0,45,3,0.0000,0.0667
CUST_04450,5,3,51,3,0.6000,0.0588
CUST_07842,1,0,51,5,0.0000,0.0980
CUST_04658,2,1,53,2,0.5000,0.0377
CUST_04965,2,0,50,3,0.0000,0.0600
CUST_11716,1,0,49,2,0.0000,0.0408
CUST_09117,2,1,47,3,0.5000,0.0638
CUST_11472,5,3,46,3,0.6000,0.0652
CUST_02386,0,0,57,2,0.0000,0.0351
CUST_09186,1,1,48,0,1.0000,0.0000
CUST_04776,5,4,48,6,0.8000,0.1250
CUST_01362,4,2,49,2,0.5000,0.0408
CUST_10018,5,1,55,2,0.2000,0.0364
CUST_11683,6,1,46,3,0.1667,0.0652
CUST_07404,3,2,47,3,0.6667,0.0638
CUST_07566,8,4,49,4,0.5000,0.0816
CUST_05744,2,0,53,3,0.0000,0.0566
CUST_00458,3,0,50,0,0.0000,0.0000
CUST_06729,4,1,62,5,0.2500,0.0806
CUST_01907,2,0,56,3,0.0000,0.0536
CUST_01430,1,0,63,3,0.0000,0.0476
CUST_11118,2,0,50,3,0.0000,0.0600
CUST_02120,2,1,53,1,0.5000,0.0189
CUST_06605,2,0,54,3,0.0000,0.0556
CUST_11813,4,0,44,1,0.0000,0.0227
CUST_07572,4,2,61,1,0.5000,0.0164
CUST_11632,4,0,55,1,0.0000,0.0182
CUST_12000,0,0,40,2,0.0000,0.0500
CUST_00301,4,0,46,3,0.0000,0.0652
CUST_04751,2,1,46,4,0.5000,0.0870
CUST_09204,2,0,55,4,0.0000,0.0727
CUST_01077,2,0,52,4,0.0000,0.0769
CUST_01215,1,0,43,1,0.0000,0.0233
CUST_09375,3,0,53,3,0.0000,0.0566
CUST_00365,3,0,54,1,0.0000,0.0185
CUST_01142,2,0,57,2,0.0000,0.0351
CUST_09841,1,1,42,2,1.0000,0.0476
CUST_00369,4,1,48,2,0.2500,0.0417
CUST_04111,5,1,61,6,0.2000,0.0984
CUST_07412,5,1,56,2,0.2000,0.0357
CUST_07960,1,1,56,3,1.0000,0.0536
CUST_06914,4,2,36,4,0.5000,0.1111
CUST_03279,3,1,43,2,0.3333,0.0465
CUST_08452,3,0,54,1,0.0000,0.0185
CUST_01109,1,0,59,5,0.0000,0.0847
CUST_03226,2,0,46,2,0.0000,0.0435
CUST_02657,5,1,54,2,0.2000,0.0370
CUST_10834,1,0,56,1,0.0000,0.0179
CUST_01098,3,2,59,2,0.6667,0.0339
CUST_04432,2,1,36,2,0.5000,0.0556
CUST_10663,4,1,62,5,0.2500,0.0806
CUST_10548,0,0,54,3,0.0000,0.0556
CUST_02434,1,0,36,2,0.0000,0.0556
CUST_03400,3,0,54,3,0.0000,0.0556
CUST_11914,1,0,54,1,0.0000,0.0185
CUST_03421,2,0,47,2,0.0000,0.0426
CUST_09018,1,0,56,2,0.0000,0.0357
CUST_00556,1,1,49,2,1.0000,0.0408
CUST_11052,3,2,49,3,0.6667,0.0612
CUST_02773,2,1,40,3,0.5000,0.0750
CUST_03997,1,0,56,5,0.0000,0.0893
CUST_09850,5,1,52,1,0.2000,0.0192
CUST_11031,4,1,51,1,0.2500,0.0196
CUST_02683,2,1,49,3,0.5000,0.0612
CUST_05935,2,0,39,2,0.0000,0.0513
CUST_07658,3,1,40,1,0.3333,0.0250
CUST_05710,4,1,42,0,0.2500,0.0000
CUST_04727,3,1,57,2,0.3333,0.0351
CUST_04815,0,0,34,1,0.0000,0.0294
CUST_00126,4,0,45,0,0.0000,0.0000
CUST_04760,4,4,49,4,1.0000,0.0816
CUST_05506,4,0,42,7,0.0000,0.1667
CUST_10337,3,0,43,3,0.0000,0.0698
CUST_04114,5,1,54,2,0.2000,0.0370
CUST_03435,6,3,52,3,0.5000,0.0577
CUST_04075,2,1,62,0,0.5000,0.0000
CUST_08225,1,0,44,3,0.0000,0.0682
CUST_00600,3,1,50,8,0.3333,0.1600
CUST_11917,2,1,56,1,0.5000,0.0179
CUST_01382,4,0,49,4,0.0000,0.0816
CUST_08124,3,1,53,2,0.3333,0.0377
CUST_05869,2,1,34,1,0.5000,0.0294
CUST_03069,7,4,55,2,0.5714,0.0364
CUST_11466,4,0,55,3,0.0000,0.0545
CUST_01272,2,1,40,3,0.5000,0.0750
CUST_04998,2,0,56,1,0.0000,0.0179
CUST_04418,2,1,58,4,0.5000,0.0690
CUST_08188,5,3,50,2,0.6000,0.0400
CUST_07495,3,0,36,3,0.0000,0.0833
CUST_04155,2,0,39,3,0.0000,0.0769
CUST_00450,2,0,42,2,0.0000,0.0476
CUST_09364,7,3,59,1,0.4286,0.0169
CUST_10825,2,0,51,2,0.0000,0.0392
CUST_07272,3,0,44,3,0.0000,0.0682
CUST_04883,7,0,57,4,0.0000,0.0702
CUST_05272,0,0,48,3,0.0000,0.0625
CUST_07011,6,2,47,1,0.3333,0.0213
CUST_00789,3,1,63,4,0.3333,0.0635
CUST_02678,6,2,55,2,0.3333,0.0364
CUST_10544,2,0,49,5,0.0000,0.1020
CUST_09148,2,1,44,3,0.5000,0.0682
CUST_02976,2,0,49,4,0.0000,0.0816
CUST_06692,2,0,46,3,0.0000,0.0652
CUST_11096,4,2,45,1,0.5000,0.0222
CUST_10202,2,0,60,2,0.0000,0.0333
CUST_00493,3,0,52,2,0.0000,0.0385
CUST_06955,2,0,57,0,0.0000,0.0000
CUST_02020,3,1,31,2,0.3333,0.0645
CUST_00339,4,0,43,2,0.0000,0.0465
CUST_06257,1,0,51,6,0.0000,0.1176
CUST_09902,7,3,49,2,0.4286,0.0408
CUST_03765,7,3,44,0,0.4286,0.0000
CUST_06218,4,1,57,4,0.2500,0.0702
CUST_05403,0,0,52,2,0.0000,0.0385
CUST_11581,6,2,57,3,0.3333,0.0526
CUST_05188,2,0,51,4,0.0000,0.0784
CUST_02492,3,1,51,6,0.3333,0.1176
CUST_00688,6,2,56,1,0.3333,0.0179
CUST_07089,2,1,39,3,0.5000,0.0769
CUST_11857,2,1,40,4,0.5000,0.1000
CUST_04370,0,0,53,4,0.0000,0.0755
CUST_02311,1,0,42,1,0.0000,0.0238
CUST_03199,2,0,50,3,0.0000,0.0600
CUST_02753,4,0,45,0,0.0000,0.0000
CUST_00884,5,2,50,4,0.4000,0.0800
CUST_02624,4,1,50,2,0.2500,0.0400
CUST_01816,0,0,49,2,0.0000,0.0408
CUST_08742,4,1,50,4,0.2500,0.0800
CUST_02313,1,0,52,4,0.0000,0.0769
CUST_10844,7,0,65,7,0.0000,0.1077
CUST_03825,0,0,39,5,0.0000,0.1282
CUST_07844,6,2,56,2,0.3333,0.0357
CUST_04198,2,0,47,6,0.0000,0.1277
CUST_08719,0,0,48,2,0.0000,0.0417
CUST_00273,5,3,53,3,0.6000,0.0566
CUST_05375,3,1,60,3,0.3333,0.0500
CUST_02822,3,2,57,5,0.6667,0.0877
CUST_04803,3,0,48,2,0.0000,0.0417
CUST_07170,1,1,43,4,1.0000,0.0930
CUST_09238,3,0,58,2,0.0000,0.0345
CUST_11724,2,2,56,2,1.0000,0.0357
CUST_10552,3,1,42,2,0.3333,0.0476
CUST_07550,1,0,45,0,0.0000,0.0000
CUST_04250,2,1,58,2,0.5000,0.0345
CUST_02024,4,1,45,5,0.2500,0.1111
CUST_00750,1,0,50,1,0.0000,0.0200
CUST_07416,3,1,58,2,0.3333,0.0345
CUST_09221,1,1,40,1,1.0000,0.0250
CUST_06807,1,0,46,0,0.0000,0.0000
CUST_05569,3,1,42,2,0.3333,0.0476
CUST_06125,1,0,48,2,0.0000,0.0417
CUST_06706,1,0,51,1,0.0000,0.0196
CUST_10372,8,3,39,2,0.3750,0.0513
CUST_05691,2,1,58,5,0.5000,0.0862
CUST_01194,3,1,42,2,0.3333,0.0476
CUST_02843,3,1,45,3,0.3333,0.0667
CUST_01530,2,0,49,2,0.0000,0.0408
CUST_03040,2,1,48,1,0.5000,0.0208
CUST_08781,3,1,48,3,0.3333,0.0625
CUST_11004,2,2,55,3,1.0000,0.0545
CUST_09183,1,1,40,3,1.0000,0.0750
